Flywire ID,vPN or LVIN,FlyWire Super Class,Source of Visual Input,Cell Body Position,NT prediction,NT prediction score,NBLAST cluster,Type,Type Code,Pathway type to MB Left,Pathway type to MB Right,Synapses to KCg-d_Left,# of KCg-d Partners_Left,Synapses to KCg-d_Right,# of KCg-d Partners_Right,Synapse sum to LVINs,Synapse sum to LVINs left,Mirror Twin,Mirror Twin Ints,Notes,
720575940634619060,vPN,visual_projection,Me,Right,acetylcholine,0.91,1,PLP.108,Me-1,Indirect,None,0,0,0,0,,15,0,0,new indirect vpn added 8/2/23,
720575940625733453,vPN,visual_projection,Me,Left,acetylcholine,0.92,1,PLP.203,Me-1,Direct,None,5,1,0,0,0,,maybe 720575940634619060,720575940634619060,,
720575940642484109,vPN,visual_projection,Me,Left,acetylcholine,0.93,2,CB0304,CB0304,Both,None,206,13,0,0,33,22,720575940620744907,720575940620744907,Putative VPN-MB2 from Vogt 2016. ventral,
720575940620744907,vPN,visual_projection,Me,Right,acetylcholine,0.94,2,CB0304,CB0304,None,Direct,0,0,165,14,,0,720575940642484109,720575940642484109,Putative VPN-MB2 from Vogt 2016,
720575940636303864,vPN,visual_projection,Me,Left,acetylcholine,0.53,3,ME.LO.13704,Me-1,Indirect,None,0,0,0,0,5,0,0,0,,
720575940632423439,vPN,visual_projection,Me,Left,acetylcholine,0.84,4,MC62,MC62,Direct,None,13,1,0,0,0,,720575940627767568,720575940627767568,,
720575940625816153,vPN,visual_projection,Me,Left,acetylcholine,0.81,5,ME.LO.2194,Me-5,Indirect,None,0,0,0,0,7,389,0,0,,
720575940640715392,vPN,visual_projection,aMe,Left,acetylcholine,0.89,8,aMe12,aMe12,Both,Both,367,24,204,16,0,0,720575940613103283,720575940613103283,,
720575940613103283,vPN,visual_projection,aMe,Right,acetylcholine,0.88,8,aMe12,aMe12,Both,Both,259,23,470,32,0,11,720575940640715392,720575940640715392,,
720575940622446106,vPN,visual_projection,aMe,Left,acetylcholine,0.93,8,aMe12,aMe12,Both,Both,230,17,41,5,,0,0,720575940647731252,update synapses to lvins,
720575940609627403,vPN,visual_projection,aMe,Left,acetylcholine,0.93,8,aMe12,aMe12,Direct,Both,184,15,62,6,0,,,720575940621438123,,
720575940621438123,vPN,visual_projection,aMe,Right,acetylcholine,0.93,8,aMe12,aMe12,Both,Both,40,4,155,14,0,57,0,720575940609627403,,
720575940647731252,vPN,visual_projection,aMe,Right,acetylcholine,0.94,8,aMe12,aMe12,Both,Both,16,2,126,10,0,0,0,720575940622446106,,
720575940621894822,vPN,visual_projection,aMe,Right,acetylcholine,0.93,8,aMe12,aMe12,Both,Both,14,2,113,9,0,7,0,720575940609627403,,
720575940632707944,vPN,visual_projection,Me,Left,acetylcholine,0.91,9,CB0081,CB0081,Both,None,145,6,0,0,,2,720575940626497286,720575940626497286,update synapses to lvins,
720575940626497286,vPN,visual_projection,Me,Right,acetylcholine,0.92,9,CB0081,CB0081,None,Both,0,0,82,3,,0,720575940632707944,720575940632707944,,
720575940631057468,vPN,visual_projection,Me,Left,acetylcholine,0.94,10,ME.897,Me-10,Both,Indirect,17,1,0,0,67,25,720575940617584273,720575940617584273,,
720575940614544680,vPN,visual_projection,Me,Left,acetylcholine,0.94,10,ME.919,Me-10,Indirect,Both,0,0,8,1,130,0,720575940641791989,720575940641791989,,
720575940635554239,vPN,visual_projection,Me,Left,glutamate,0.53,12,ME.15969,Me-12,Indirect,None,0,0,0,0,16,33,0,0,,
720575940611396266,vPN,visual_projection,Me,Left,acetylcholine,0.79,13,ME.PLP.177,Me-13,Indirect,None,0,0,0,0,,0,0,0,update synapses to lvins,
720575940623184041,vPN,visual_projection,Me,Left,glutamate,0.67,14,ME.24260,Me-14,Indirect,None,0,0,0,0,11,41,0,0,,
720575940633750611,vPN,visual_projection,Me,Left,glutamate,0.68,14,ME.4958,Me-14,Indirect,None,0,0,0,0,10,30,0,0,,
720575940619017387,vPN,visual_projection,Me,Left,acetylcholine,0.91,15,ME.1557,Me-15,Direct,None,11,2,0,0,0,,720575940632891788,720575940632891788,,
720575940640438643,vPN,visual_projection,Me,Left,acetylcholine,0.91,15,ME.PLP.36,Me-15,Both,None,28,3,0,0,0,30,720575940618147028,720575940618147028,"ventral. same cell type as ME.PLP.42, and ME.1557",
720575940628913404,vPN,visual_projection,Me,Left,acetylcholine,0.9,15,ME.PLP.42,Me-15,Both,None,20,3,0,0,5,31,720575940619296325,720575940619296325,,
720575940620321739,vPN,visual_projection,aMe,Left,acetylcholine,0.82,16,aMe5,aMe5,Indirect,None,0,0,0,0,6,140,0,0,Left and Right aMe5's tile different areas of the medulla,
720575940637460069,vPN,visual_projection,aMe,Left,acetylcholine,0.81,16,aMe5,aMe5,Indirect,None,0,0,0,0,5,266,0,0,,
720575940647804212,vPN,visual_projection,aMe,Left,acetylcholine,0.82,16,aMe5,aMe5,Indirect,None,0,0,0,0,,0,0,0,new indirect vpn added 8/2/23,
720575940605184958,vPN,visual_projection,aMe,Left,acetylcholine,0.86,16,aMe5,aMe5,Indirect,None,0,0,0,0,,0,0,0,new indirect vpn added 8/2/23,
720575940640541347,vPN,visual_projection,aMe,Left,acetylcholine,0.76,16,aMe5,aMe5,Indirect,None,0,0,0,0,,42,0,0,new indirect vpn added 8/2/23,
720575940632171535,vPN,visual_projection,aMe,Right,acetylcholine,0.79,16,aMe5,aMe5,None,Direct,0,0,6,1,,74,0,0,,
720575940629984335,vPN,visual_projection,aMe,Right,acetylcholine,0.72,16,aMe5,aMe5,None,Direct,0,0,5,1,,0,0,0,,
720575940635535511,vPN,visual_projection,Me,Left,acetylcholine,0.96,18,CB0111,CB0111,Both,None,605,32,0,0,39,0,720575940624363144,720575940624363144,Putative VPN-MB2 from Vogt 2016. ventral,
720575940624363144,vPN,visual_projection,Me,Right,acetylcholine,0.96,18,CB0111,CB0111,Indirect,Direct,0,0,498,29,,33,720575940635535511,720575940635535511,Putative VPN-MB2 from Vogt 2016,
720575940625911054,vPN,visual_projection,Me,Right,glutamate,0.47,19,CB0243,CB0243,Indirect,Both,0,0,10,2,,127,720575940640123726,720575940640123726,update synapses to lvins,
720575940640123726,vPN,visual_projection,Me,Left,glutamate,0.51,19,CB0243,CB0243,Indirect,Indirect,0,0,0,0,16,1,0,0,,
720575940632845476,vPN,visual_projection,Me,Left,acetylcholine,0.81,20,MC65,MC65,Indirect,None,0,0,0,0,8,14,0,0,,
720575940612524261,vPN,visual_projection,Me,Left,acetylcholine,0.78,20,MC65,MC65,Indirect,None,0,0,0,0,6,8,0,0,,
720575940626263373,vPN,visual_projection,Me,Left,acetylcholine,0.82,20,MC65,MC65,Indirect,None,0,0,0,0,10,15,0,0,,
720575940626629732,vPN,visual_projection,Me,Left,acetylcholine,0.86,21,ME.16664,Me-21,Indirect,None,0,0,0,0,27,12,0,0,,
720575940624996298,vPN,visual_projection,Me,Left,glutamate,0.47,21,ME.PLP.162,Me-21,Indirect,None,0,0,0,0,234,0,0,0,,
720575940616740130,vPN,visual_projection,Me,Left,glutamate,0.53,21,PLP.516,Me-21,Indirect,None,0,0,0,0,102,0,0,0,,
720575940614497734,vPN,visual_projection,Me,Left,acetylcholine,0.9,22,ME.PLP.190,Me-22,Indirect,Indirect,0,0,0,0,28,53,0,0,,
720575940638247357,vPN,visual_projection,Me,Left,acetylcholine,0.89,22,ME.PLP.209,Me-22,Indirect,None,0,0,0,0,14,0,0,0,,
720575940618683339,vPN,visual_projection,Me,Left,acetylcholine,0.86,22,ME.PLP.255,Me-22,Indirect,None,0,0,0,0,5,17,0,0,,
720575940634931225,vPN,visual_projection,Me,Left,acetylcholine,0.87,23,ME.PLP.202,Me-23,Indirect,None,0,0,0,0,12,311,0,0,,
720575940616412738,vPN,visual_projection,aMe,Left,acetylcholine,0.94,25,aMe26,aMe26,Both,Indirect,30,3,0,0,36,19,0,0,,
720575940635142300,vPN,visual_projection,aMe,Left,acetylcholine,0.93,25,aMe26,aMe26,Both,Indirect,20,1,0,0,32,5,0,0,,
720575940613941475,vPN,visual_projection,aMe,Left,acetylcholine,0.93,25,aMe26,aMe26,Both,Indirect,16,2,0,0,44,8,0,0,,
720575940614450157,vPN,visual_projection,Me,Left,acetylcholine,0.77,26,ML1,ML1,Indirect,None,0,0,0,0,7,9,0,0,,
720575940624910855,vPN,visual_projection,Me,Left,acetylcholine,0.84,26,ML1,ML1,Indirect,None,0,0,0,0,,0,0,0,new indirect vpn added 8/2/23,
720575940629677929,vPN,visual_projection,Me,Left,acetylcholine,0.86,26,ML1,ML1,Indirect,None,0,0,0,0,,11,0,0,new indirect vpn added 8/2/23,
720575940619927710,vPN,visual_projection,Me,Left,acetylcholine,0.92,27,ME.33189,Me-27,Indirect,None,0,0,0,0,5,9,0,0,,
720575940619962417,vPN,visual_projection,Me,Right,glutamate,0.55,28,CB0383,CB0383,Indirect,None,0,0,0,0,,12,0,0,update synapses to lvins,
720575940633292113,vPN,visual_projection,aMe,Right,acetylcholine,0.94,29,aMe26,aMe26,Both,Both,12,1,6,1,22,7,0,0,,
720575940614483887,vPN,visual_projection,aMe,Right,acetylcholine,0.92,29,aMe26,aMe26,Both,Both,8,1,9,1,16,8,0,0,,
720575940612495331,vPN,visual_projection,aMe,Right,acetylcholine,0.95,29,aMe26,aMe26,Indirect,None,0,0,0,0,13,5,0,0,,
720575940631807827,vPN,visual_projection,Lo,Left,acetylcholine,0.96,35,hb575063620,Lo-35,Indirect,None,0,0,0,0,117,8,720575940615827980,720575940615827980,,
720575940645913367,vPN,visual_projection,Lo,Left,acetylcholine,0.91,35,hb697882667,Lo-35,Both,None,517,24,0,0,,7,720575940641285005,720575940641285005,small/med field,update synapses to lvins
720575940626849866,vPN,visual_projection,Lo,Left,acetylcholine,0.89,38,LO.PLP.479,Lo-38,Direct,None,5,1,0,0,0,,720575940631356580,720575940631356580,,
720575940627704189,vPN,visual_projection,Lo,Left,acetylcholine,0.93,45,LO.PLP.89,Lo-45,Indirect,Indirect,0,0,0,0,,10,0,0,update synapses to lvins,
720575940634171759,vPN,visual_projection,Lo,Left,acetylcholine,0.84,46,LC36,LC36,Indirect,None,0,0,0,0,12,5,0,0,,
720575940620455408,vPN,visual_projection,Lo,Left,acetylcholine,0.95,47,LO.PLP.109,Lo-47,Both,None,47,6,0,0,,10,720575940606584352,720575940606584352,small/med field,update synapses to lvins
720575940624949379,vPN,visual_projection,Lo,Left,acetylcholine,0.93,48,LC41,LC41,Indirect,None,0,0,0,0,21,10,0,0,,
720575940622628075,vPN,visual_projection,Lo,Left,acetylcholine,0.92,48,LC41,LC41,Indirect,None,0,0,0,0,6,7,0,0,,
720575940623004563,vPN,visual_projection,Lo,Left,glutamate,0.75,49,PLP183,PLP183,Indirect,Indirect,0,0,0,0,23,7,0,0,,
720575940617333249,vPN,visual_projection,Lo,Left,acetylcholine,0.89,50,PLP153,PLP153,Indirect,None,0,0,0,0,,0,0,0,update synapses to lvins,
720575940633506667,vPN,visual_projection,Lo,Left,acetylcholine,0.91,51,PLP125,PLP125,Indirect,None,0,0,0,0,187,5,0,0,,
720575940620308416,vPN,visual_projection,Lo,Left,acetylcholine,0.9,51,PLP125,PLP125,Indirect,None,0,0,0,0,166,6,0,0,,
720575940614722611,vPN,visual_projection,Lo,Left,acetylcholine,0.91,52,LC40,LC40,Indirect,None,0,0,0,0,44,12,0,0,,
720575940624718153,vPN,visual_projection,Lo,Left,acetylcholine,0.91,52,LC40,LC40,Indirect,None,0,0,0,0,41,9,0,0,,
720575940630709499,vPN,visual_projection,Lo,Left,acetylcholine,0.91,52,LC40,LC40,Indirect,None,0,0,0,0,11,11,0,0,,
720575940645834036,vPN,visual_projection,Lo,Left,acetylcholine,0.91,52,LC40,LC40,Indirect,None,0,0,0,0,46,0,0,0,,
720575940623574798,vPN,visual_projection,Lo,Left,acetylcholine,0.9,52,LC40,LC40,Indirect,None,0,0,0,0,41,10,0,0,,
720575940636163440,vPN,visual_projection,Lo,Left,acetylcholine,0.9,52,LC40,LC40,Indirect,None,0,0,0,0,27,17,0,0,,
720575940636282431,vPN,visual_projection,Lo,Left,acetylcholine,0.9,52,LC40,LC40,Indirect,None,0,0,0,0,34,8,0,0,,
720575940633428415,vPN,visual_projection,Lo,Left,acetylcholine,0.92,52,LC40,LC40,Indirect,None,0,0,0,0,5,7,0,0,,
720575940610767066,vPN,visual_projection,Lo,Left,acetylcholine,0.88,52,LC40,LC40,Indirect,None,0,0,0,0,,10,0,0,update synapses to LVINs,
720575940630342135,vPN,visual_projection,Lo,Left,acetylcholine,0.89,52,LC40,LC40,Indirect,Indirect,0,0,0,0,57,14,0,0,,
720575940611317618,vPN,visual_projection,Lo,Left,acetylcholine,0.89,52,LC40,LC40,Indirect,None,0,0,0,0,23,10,0,0,,
720575940631785261,vPN,visual_projection,Lo,Left,acetylcholine,0.86,52,LC40,LC40,Indirect,Indirect,0,0,0,0,46,5,0,0,,
720575940616588217,vPN,visual_projection,Lo,Left,acetylcholine,0.85,52,LC40,LC40,Indirect,None,0,0,0,0,25,0,0,0,,
720575940605582508,vPN,visual_projection,Lo,Left,acetylcholine,0.83,52,LC40,LC40,Indirect,None,0,0,0,0,20,0,0,0,,
720575940623401513,vPN,visual_projection,Lo,Left,acetylcholine,0.83,52,LC40,LC40,Indirect,None,0,0,0,0,40,0,0,0,,
720575940617208251,vPN,visual_projection,LoP,Left,acetylcholine,0.79,54,PLP207,PLP207,Indirect,None,0,0,0,0,12,14,0,0,,
720575940620593780,vPN,visual_projection,LoP,Left,acetylcholine,0.76,54,PLP207,PLP207,Indirect,None,0,0,0,0,6,0,0,0,,
720575940629784219,vPN,visual_projection,LoP,Left,acetylcholine,0.74,54,PLP207,PLP207,Indirect,None,0,0,0,0,8,9,0,0,,
720575940618833112,vPN,visual_projection,LoP,Left,acetylcholine,0.73,54,PLP207,PLP207,Indirect,None,0,0,0,0,8,7,0,0,,
720575940610891618,vPN,visual_projection,LoP,Left,acetylcholine,0.55,54,PLP207,PLP207,Indirect,None,0,0,0,0,5,0,0,0,,
720575940628192359,vPN,visual_projection,Lo,Left,acetylcholine,0.81,55,LT85,LT85,Indirect,None,0,0,0,0,,0,0,0,update synapses to lvins,
720575940632894239,vPN,visual_projection,Lo,Left,glutamate,0.76,56,LO.PLP.489,Lo-56,Indirect,None,0,0,0,0,9,6,0,0,,
720575940631763909,vPN,visual_projection,aMe,Left,Unknown,,58,aMe3,aMe3,Indirect,Indirect,0,0,0,0,65,6,0,0,,
720575940610433987,vPN,visual_projection,Me,Left,acetylcholine,0.84,60,CB0165,CB0165,Both,None,11,1,0,0,46,0,720575940625055758,720575940625055758,,
720575940625055758,vPN,visual_projection,Me,Right,acetylcholine,0.9,60,CB0165,CB0165,None,Both,0,0,16,2,,0,720575940610433987,720575940610433987,,
720575940628512143,vPN,visual_projection,Me,Left,glutamate,0.47,61,ME.PLP.15,Me-61,Indirect,None,0,0,0,0,,0,0,0,update synapses to lvins,
720575940611405102,vPN,visual_projection,Me,Left,acetylcholine,0.92,62,ME.PLP.33,Me-62,Indirect,Direct,0,0,5,1,10,0,0,0,,
720575940616311007,vPN,visual_projection,Me,Left,acetylcholine,0.9,63,ME.4862,Me-63,Indirect,None,0,0,0,0,7,0,0,0,,
720575940614385554,vPN,visual_projection,Me,Left,gaba,0.87,65,ME.PLP.100,Me-65,Indirect,None,0,0,0,0,13,0,0,0,,
720575940612993191,vPN,visual_projection,Me,Left,gaba,0.86,65,ME.PLP.124,Me-65,Indirect,None,0,0,0,0,,0,0,0,Update synapses to LVINs,
720575940630607354,vPN,visual_projection,Me,Left,acetylcholine,0.9,66,ME.PLP.30,Me-66,Indirect,None,0,0,0,0,11,0,0,0,,
720575940605465888,vPN,visual_projection,Me,Left,acetylcholine,0.93,69,hb759632919,Me-69,Indirect,None,0,0,0,0,,0,0,0,update synapses to LVINs,
720575940626874442,vPN,visual_projection,Lo,Left,acetylcholine,0.92,71,LO.PLP.353,Lo-71,Indirect,None,0,0,0,0,69,0,0,0,,
720575940625610270,vPN,visual_projection,Lo,Left,acetylcholine,0.91,71,LO.SCL.8,Lo-71,Indirect,None,0,0,0,0,42,0,0,0,,
720575940606259134,vPN,visual_projection,aMe,Right,glutamate,0.6,74,aMe19a,aMe19a,Indirect,None,0,0,0,0,42,0,0,0,,
720575940617584273,vPN,visual_projection,Me,Right,acetylcholine,0.94,75,ME.344,Me-75,Indirect,Both,0,0,15,1,51,9,720575940631057468,720575940631057468,,
720575940641791989,vPN,visual_projection,Me,Right,acetylcholine,0.96,75,ME.703,Me-75,Indirect,Both,0,0,29,3,41,8,720575940614544680,720575940614544680,,
720575940624611405,vPN,visual_projection,Lo,Left,acetylcholine,0.93,80,SLP357,SLP357,Both,None,154,9,0,0,97,0,720575940626949834,720575940626949834,small/med field,
720575940620233966,vPN,visual_projection,Lo,Left,acetylcholine,0.96,80,SLP357,SLP357,Direct,None,7,1,0,0,0,,720575940624861642,720575940624861642,small field,
720575940626949834,vPN,visual_projection,Lo,Right,acetylcholine,0.93,80,SLP357,SLP357,Indirect,Direct,0,0,56,4,,0,720575940624611405,720575940624611405,,
720575940615149836,vPN,visual_projection,aMe,Left,acetylcholine,0.95,81,aMe20,aMe20,Both,None,472,23,0,0,,0,720575940622227213,720575940622227213,update synapses to LVINs,
720575940622227213,vPN,visual_projection,aMe,Right,acetylcholine,0.95,81,aMe20,aMe20,None,Both,0,0,205,10,,18,720575940615149836,720575940615149836,,
720575940624677303,vPN,visual_projection,Lo,Left,acetylcholine,0.95,90,PLP091,PLP091,Both,Indirect,95,9,0,0,224,53,720575940621673852,720575940621673852,large field ,
720575940621673852,vPN,visual_projection,Lo,Right,acetylcholine,0.93,90,PLP091,PLP091,None,Both,0,0,122,11,,41,720575940624677303,720575940624677303,,
720575940635102320,vPN,visual_projection,Lo,Left,acetylcholine,0.81,91,IB019,IB019,Indirect,Indirect,0,0,0,0,281,0,0,0,,
720575940633675603,vPN,visual_projection,Lo,Left,acetylcholine,0.89,92,CB0146,CB0146,Indirect,None,0,0,0,0,6,18,0,0,,
720575940628356666,vPN,visual_projection,Lo,Left,acetylcholine,0.78,95,LO.185,Lo-95,Indirect,None,0,0,0,0,10,40,0,0,,
720575940639874493,vPN,visual_projection,Lo,Left,acetylcholine,0.88,96,PLP153,Lo-96,Indirect,None,0,0,0,0,,9,0,0,update synapses to lvins,
720575940621257381,vPN,visual_projection,Lo,Left,acetylcholine,0.92,97,PLP153,Lo-97,Indirect,None,0,0,0,0,,0,0,0,update synapses to lvins,
720575940613323378,vPN,visual_projection,Lo,Left,acetylcholine,0.9,99,LT57,LT57,Both,None,5,1,0,0,,0,"2 or 3 could work, I'll have to look in detail",0,,
720575940621316443,vPN,visual_projection,Lo,Left,acetylcholine,0.88,99,LT57,LT57,Indirect,None,0,0,0,0,9,0,0,0,,
720575940627665513,vPN,visual_projection,Lo,Left,acetylcholine,0.86,99,LT57,LT57,Indirect,None,0,0,0,0,11,53,0,0,,
720575940621705537,vPN,visual_projection,Lo,Left,acetylcholine,0.85,99,LT57,LT57,Indirect,None,0,0,0,0,5,0,0,0,,
720575940638558115,vPN,visual_projection,Lo,Left,acetylcholine,0.91,100,LO.PLP.107,Lo-100,Indirect,None,0,0,0,0,89,0,0,0,,
720575940620795784,vPN,visual_projection,Lo,Left,acetylcholine,0.82,101,LT59,LT59,Indirect,None,0,0,0,0,15,0,0,0,,
720575940617218629,vPN,visual_projection,Me,Left,acetylcholine,0.9,102,ME.PLP.272,Me-102,Indirect,None,0,0,0,0,5,0,0,0,,
720575940627710992,vPN,visual_projection,Me,Left,acetylcholine,0.89,103,CB0167,CB0167,Both,None,13,2,0,0,30,0,720575940639948733,720575940639948733,,
720575940639948733,vPN,visual_projection,Me,Right,acetylcholine,0.89,103,CB0167,CB0167,None,Both,0,0,100,6,,0,720575940627710992,720575940627710992,,
720575940619460688,vPN,visual_projection,Me,Left,acetylcholine,0.93,104,ME.PLP.254,Me-104,Indirect,None,0,0,0,0,,0,0,0,update synapses to lvins,
720575940638193242,vPN,visual_projection,Me,Left,glutamate,0.47,106,ME.20609,Me-106,Indirect,None,0,0,0,0,14,0,0,0,,
720575940644342807,vPN,visual_projection,Me,Left,glutamate,0.59,107,ME.5735,Me-107,Indirect,None,0,0,0,0,28,65,0,0,,
720575940644682952,vPN,visual_projection,Me,Left,acetylcholine,0.84,108,CB0002,CB0002,Indirect,None,0,0,0,0,44,31,0,0,,
720575940625508610,vPN,visual_projection,Me,Left,acetylcholine,0.93,110,CB0236,CB0236,Indirect,None,0,0,0,0,,32,0,0,update synapses to lvins,
720575940626822233,vPN,visual_projection,Me,Left,Unknown,,111,ME.SLP.5,Me-111,Indirect,None,0,0,0,0,9,0,0,0,,
720575940625527228,vPN,visual_projection,Me,Left,acetylcholine,0.9,112,ME.19489,Me-112,Indirect,None,0,0,0,0,34,0,0,0,,
720575940626625874,vPN,visual_projection,Me,Left,acetylcholine,0.9,112,ME.22243,Me-112,Indirect,None,0,0,0,0,30,58,0,0,,
720575940622141424,vPN,visual_projection,Me,Left,acetylcholine,0.85,112,ME.PLP.133,Me-112,Indirect,None,0,0,0,0,68,24,0,0,,
720575940622724521,vPN,visual_projection,Me,Left,glutamate,0.67,113,CB0447,CB0447,Indirect,None,0,0,0,0,13,44,0,0,,
720575940638874182,vPN,visual_projection,aMe,Right,gaba,0.48,115,aMe19b,aMe19b,Indirect,None,0,0,0,0,5,0,0,0,,
720575940634166242,vPN,visual_projection,LoP,Left,acetylcholine,0.89,116,WED068,WED068,Indirect,None,0,0,0,0,17,48,0,0,,
720575940629577475,vPN,visual_projection,LoP,Left,acetylcholine,0.88,116,WED068,WED068,Indirect,None,0,0,0,0,9,0,0,0,,
720575940616260146,vPN,visual_projection,LoP,Left,acetylcholine,0.86,116,WED068,WED068,Indirect,None,0,0,0,0,27,31,0,0,,
720575940609141257,vPN,visual_projection,Lo,Left,acetylcholine,0.89,117,CB0205,CB0205,Indirect,None,0,0,0,0,30,56,0,0,,
720575940608287701,vPN,visual_projection,LoP,Left,glutamate,0.59,119,CB0425,CB0425,Indirect,None,0,0,0,0,127,16,0,0,,
720575940634879845,vPN,visual_projection,Lo,Left,acetylcholine,0.84,120,LC46a,LC46a,Indirect,None,0,0,0,0,5,8,0,0,,
720575940638336419,vPN,visual_projection,Lo,Left,acetylcholine,0.67,121,IB091,IB091,Indirect,None,0,0,0,0,5,39,0,0,,
720575940609125641,vPN,visual_projection,Ocellar,Right,acetylcholine,0.98,123,OCG04,OCG04,Indirect,None,0,0,0,0,,0,720575940633513645,720575940633513645,update synapses to LVINs,
720575940622649633,vPN,visual_projection,Ocellar,Right,acetylcholine,0.97,123,OCG04,OCG04,Indirect,Indirect,0,0,0,0,,45,0,0,new indirect vpn added 8/2/23,
720575940638406205,vPN,visual_projection,Lo,Left,acetylcholine,0.76,126,AOTU.28,AOTU.28,Indirect,None,0,0,0,0,14,51,0,0,,
720575940632401745,vPN,visual_projection,Lo,Left,acetylcholine,0.88,126,LO.AOTU.3,Lo-126,Indirect,None,0,0,0,0,,24,0,0,new indirect vpn added 8/2/23,
720575940627715721,vPN,visual_projection,Lo,Left,glutamate,0.53,127,LO.PLP.90,Lo-127,Indirect,None,0,0,0,0,17,10,0,0,,
720575940626019197,vPN,visual_projection,Lo,Left,glutamate,0.63,127,LO.PVLP.610,Lo-127,Indirect,None,0,0,0,0,6,0,0,0,,
720575940612896485,vPN,visual_projection,Lo,Left,acetylcholine,0.86,128,LC24,LC24,Indirect,None,0,0,0,0,5,11,0,0,,
720575940625571256,vPN,visual_projection,Lo,Left,acetylcholine,0.84,128,LC24,LC24,Indirect,None,0,0,0,0,7,11,0,0,,
720575940611623397,vPN,visual_projection,Lo,Left,acetylcholine,0.83,128,LC24,LC24,Indirect,None,0,0,0,0,9,35,0,0,,
720575940618860081,vPN,visual_projection,Lo,Left,acetylcholine,0.83,128,LC24,LC24,Indirect,None,0,0,0,0,7,0,0,0,,
720575940605478590,vPN,visual_projection,Lo,Left,acetylcholine,0.79,128,LC24,LC24,Indirect,None,0,0,0,0,5,0,0,0,,
720575940604426412,vPN,visual_projection,Lo,Left,acetylcholine,0.79,128,LC24,LC24,Indirect,None,0,0,0,0,8,5,0,0,,
720575940626257930,vPN,visual_projection,Lo,Left,acetylcholine,0.77,128,LC24,LC24,Indirect,None,0,0,0,0,14,0,0,0,,
720575940619395777,vPN,visual_projection,Lo,Left,acetylcholine,0.77,128,LC24,LC24,Indirect,None,0,0,0,0,10,1,0,0,,
720575940612672881,vPN,visual_projection,Lo,Left,glutamate,0.76,128,LC24,LC24,Indirect,None,0,0,0,0,7,12,0,0,,
720575940619008135,vPN,visual_projection,Lo,Left,acetylcholine,0.76,128,LC24,LC24,Indirect,None,0,0,0,0,5,10,0,0,,
720575940612228630,vPN,visual_projection,Lo,Left,acetylcholine,0.76,128,LC24,LC24,Indirect,None,0,0,0,0,5,0,0,0,,
720575940637769542,vPN,visual_projection,Lo,Left,acetylcholine,0.74,128,LC24,LC24,Indirect,None,0,0,0,0,6,0,0,0,,
720575940632802841,vPN,visual_projection,Lo,Left,acetylcholine,0.74,128,LC24,LC24,Indirect,None,0,0,0,0,6,0,0,0,,
720575940617005888,vPN,visual_projection,Lo,Left,acetylcholine,0.56,128,LC24,LC24,Indirect,None,0,0,0,0,6,0,0,0,,
720575940617473419,vPN,visual_projection,Lo,Left,acetylcholine,0.51,128,LC24,LC24,Indirect,None,0,0,0,0,5,12,0,0,,
720575940628530426,vPN,visual_projection,Lo,Left,acetylcholine,0.75,129,LC15,LC15,Indirect,None,0,0,0,0,5,13,0,0,,
720575940610026947,vPN,visual_projection,Lo,Left,acetylcholine,0.74,129,LC15,LC15,Indirect,None,0,0,0,0,7,12,0,0,,
720575940622497791,vPN,visual_projection,Lo,Left,acetylcholine,0.73,129,LC15,LC15,Indirect,None,0,0,0,0,6,18,0,0,,
720575940622723878,vPN,visual_projection,Lo,Left,acetylcholine,0.72,129,LC15,LC15,Indirect,None,0,0,0,0,8,19,0,0,,
720575940630204098,vPN,visual_projection,Lo,Left,acetylcholine,0.72,129,LC15,LC15,Indirect,None,0,0,0,0,6,0,0,0,,
720575940619685803,vPN,visual_projection,Lo,Left,acetylcholine,0.71,129,LC15,LC15,Indirect,None,0,0,0,0,6,0,0,0,,
720575940605007550,vPN,visual_projection,Lo,Left,acetylcholine,0.71,129,LC15,LC15,Indirect,None,0,0,0,0,9,110,0,0,,
720575940622511507,vPN,visual_projection,Lo,Left,acetylcholine,0.71,129,LC15,LC15,Indirect,None,0,0,0,0,6,0,0,0,,
720575940638126755,vPN,visual_projection,Lo,Left,acetylcholine,0.69,129,LC15,LC15,Indirect,None,0,0,0,0,5,0,0,0,,
720575940626342666,vPN,visual_projection,Lo,Left,acetylcholine,0.69,129,LC15,LC15,Indirect,None,0,0,0,0,5,29,0,0,,
720575940622321663,vPN,visual_projection,Lo,Left,acetylcholine,0.69,129,LC15,LC15,Indirect,None,0,0,0,0,5,0,0,0,,
720575940607641867,vPN,visual_projection,Lo,Left,acetylcholine,0.69,129,LC15,LC15,Indirect,None,0,0,0,0,5,0,0,0,,
720575940629515258,vPN,visual_projection,Lo,Left,acetylcholine,0.68,129,LC15,LC15,Indirect,None,0,0,0,0,7,93,0,0,,
720575940623230733,vPN,visual_projection,Lo,Left,acetylcholine,0.66,129,LC15,LC15,Indirect,None,0,0,0,0,5,0,0,0,,
720575940611439587,vPN,visual_projection,Lo,Left,acetylcholine,0.65,129,LC15,LC15,Indirect,None,0,0,0,0,8,0,0,0,,
720575940609548920,vPN,visual_projection,Lo,Left,acetylcholine,0.64,129,LC15,LC15,Indirect,None,0,0,0,0,8,125,0,0,,
